id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,xin,calculated_host_listings_count,availability_365
49091,1900,266763,499,2,41,1.44255,103.7958,1,83,180,1,0,0.01,2,365
50646,4901,227796,1486,0,6,1.33235,103.78521,1,81,90,18,8,0.28,1,365
56334,1899,266763,499,2,41,1.44246,103.79667,1,69,6,20,47,0.2,2,365
71609,3123,367042,184,1,36,1.34541,103.95712,1,206,1,14,984,0.15,9,353
71896,1437,367042,184,1,36,1.34567,103.95963,1,94,1,22,970,0.22,9,355
71903,5347,367042,184,1,36,1.34702,103.96103,1,104,1,39,988,0.38,9,346
71907,967,367042,184,1,36,1.34348,103.96337,1,208,1,25,967,0.25,9,172
241503,3955,1017645,201,1,1,1.32304,103.91363,1,50,90,174,912,1.88,4,59
241508,3956,1017645,201,1,1,1.32458,103.91163,1,54,90,198,879,2.08,4,133
241510,3957,1017645,201,1,1,1.32461,103.91191,1,42,90,236,973,2.53,4,147
275343,2496,1439258,800,0,4,1.28875,103.80814,1,44,15,18,872,0.23,32,331
275344,334,1439258,800,0,4,1.28837,103.81099,1,40,30,10,657,0.11,32,276
289234,1693,367042,184,1,36,1.34561,103.95984,1,417,2,12,762,0.14,9,239
294281,1026,1521514,427,0,21,1.31125,103.83816,1,65,2,125,995,1.35,6,336
324945,664,1439258,800,0,4,1.28976,103.80896,1,44,30,13,794,0.15,32,340
330089,1205,1439258,800,0,4,1.28677,103.81244,1,40,30,10,878,0.14,32,331
330095,284,1439258,800,0,4,1.28537,103.81087,1,31,90,3,177,0.04,32,361
344803,1806,367042,184,1,36,1.34943,103.95951,1,49,2,45,984,0.5,9,357
369141,1046,1521514,427,0,21,1.3115,103.83759,1,60,2,84,952,1.17,6,340
369145,1025,1521514,427,0,21,1.31159,103.83805,1,60,2,157,988,1.75,6,349
395191,3593,1975201,22,0,28,1.29345,103.83562,1,56,90,27,361,0.36,1,364
423875,4229,367042,184,1,36,1.34838,103.9592,1,104,1,16,977,0.19,9,300
553229,2292,1030128,907,4,14,1.34135,103.71139,1,53,2,23,984,0.27,3,345
604966,1702,2996022,505,0,6,1.33171,103.79383,0,276,4,11,462,0.13,1,362
696136,5237,1289033,547,0,6,1.31016,103.79853,1,100,90,28,366,0.33,1,90
746929,498,3919513,730,1,1,1.30792,103.92287,0,176,2,99,997,1.28,1,7
756267,3080,1584407,1302,0,19,1.30377,103.89956,1,165,2,68,968,0.83,5,167
756300,2576,3981231,296,3,32,1.35001,103.87161,1,44,1,36,476,0.44,1,0
764599,313,4030859,618,0,38,1.34143,103.84945,1,51,92,48,994,0.61,1,179
765579,2116,2413412,822,0,24,1.28315,103.84213,1,44,90,2,984,0.02,112,365
804470,5802,741873,352,0,37,1.30292,103.82253,0,2604,1,1,1,0.01,1,0
815685,1424,1439258,800,0,4,1.28909,103.80749,1,40,30,13,989,0.17,32,331
819034,1703,1584407,1302,0,19,1.30529,103.9042,0,300,2,37,483,0.46,5,221
819044,3082,1584407,1302,0,19,1.30392,103.89988,1,150,2,68,908,0.84,5,173
822413,4330,3951127,1481,0,37,1.29839,103.82808,0,200,60,9,486,0.11,3,334
833289,6418,4360831,891,0,4,1.27681,103.82381,1,150,1,2,786,0.05,1,208
872345,2990,4602014,465,3,12,1.37037,103.90052,1,42,30,20,344,0.25,3,361
881253,2094,2413412,822,0,24,1.28291,103.84284,1,65,90,3,504,0.04,112,0
881683,6207,4602014,465,3,12,1.36775,103.89855,1,40,30,10,319,0.12,3,268
888196,3212,4710327,931,0,22,1.31314,103.84081,0,243,5,14,145,0.19,1,143
902669,1230,2413412,822,0,11,1.31525,103.88176,1,35,18,6,962,0.15,112,359
918880,6437,4935740,726,3,32,1.36885,103.8731,1,65,1,25,988,0.41,1,339
922138,4915,3951127,1481,0,10,1.27529,103.84494,0,219,60,6,484,0.08,3,350
922509,2106,2413412,822,0,24,1.28491,103.84209,1,60,28,6,364,0.16,112,333
948105,3119,5140541,775,3,26,1.39877,103.90248,1,76,1,2,985,2,1,365
963342,3742,5249382,1118,3,12,1.37369,103.87847,1,35,32,6,822,0.12,2,339
982909,2800,4723385,1736,0,22,1.33334,103.8327,1,69,2,222,996,2.85,2,0
1024986,6093,5643415,1005,0,28,1.29349,103.83837,0,140,2,145,995,2.04,1,230
1060046,5459,5748910,1365,4,5,1.38123,103.76874,1,49,3,15,913,0.2,2,131
1078804,2831,4602014,465,3,12,1.36764,103.90228,1,31,30,60,672,0.78,3,225
1131162,2806,6205166,959,1,1,1.33729,103.9298,1,72,2,1,283,0.03,1,360
1142414,3603,2413412,822,0,15,1.31135,103.85946,1,49,18,2,95,0.05,112,360
1178486,2599,6448029,1476,0,15,1.29638,103.87282,1,81,90,14,12,0.18,1,0
1183421,4104,6473817,1247,0,33,1.28708,103.84444,0,231,90,28,599,0.4,2,119
1199033,4016,1322402,891,0,19,1.29891,103.88681,0,190,9,29,976,0.39,1,277
1210268,889,6609641,245,0,37,1.31693,103.82636,0,319,7,42,916,0.61,19,330
1229614,216,6609641,245,0,37,1.31503,103.82614,0,149,7,29,882,0.42,19,0
1233249,691,6609641,245,0,37,1.31507,103.82704,0,240,7,29,963,0.41,19,340
1242205,3598,3589987,1405,0,19,1.31,103.90321,1,137,6,10,934,0.14,2,0
1244654,6656,2413412,822,0,24,1.28485,103.84347,1,58,90,4,203,0.11,112,322
1249555,3606,2413412,822,0,15,1.31213,103.8561,1,56,18,1,205,0.03,112,332
1261443,6647,2413412,822,0,24,1.28407,103.8436,1,65,90,3,434,0.1,112,356
1277842,5482,6954638,227,0,27,1.29201,103.76936,1,60,5,7,518,0.1,9,0
1277919,5483,6954638,227,0,27,1.29213,103.76913,2,50,5,11,732,0.27,9,343
1302185,256,7080517,1337,0,11,1.31511,103.88947,0,129,30,83,892,1.11,11,348
1315867,3359,3877464,269,1,1,1.31259,103.91067,1,69,2,72,937,0.97,1,354
1363204,2103,2413412,822,0,24,1.28432,103.84334,1,60,90,3,201,0.04,112,361
1434208,1392,7707838,1453,0,28,1.29211,103.836,0,400,4,6,10,0.08,1,0
1466685,5692,4153568,749,0,38,1.3305,103.8424,1,44,90,29,970,0.4,1,76
1485189,3976,7945059,671,0,37,1.30768,103.82017,1,104,5,51,985,0.79,1,74
1508829,3893,2413412,822,0,15,1.30774,103.86332,1,40,18,8,233,0.13,112,359
1521198,5622,8107070,662,0,15,1.30844,103.85875,1,76,5,22,997,0.49,1,67
1599599,782,8527085,188,0,23,1.30341,103.83365,0,300,2,9,973,0.19,38,349
1615074,1418,2413412,822,0,24,1.28328,103.84329,1,67,90,3,822,0.17,112,356
1622505,6211,1584407,1302,0,19,1.30415,103.90192,1,165,2,27,975,0.39,5,223
1647014,5228,8740203,1512,0,22,1.33917,103.82306,1,89,2,78,993,1.1,2,342
1654840,869,8773916,1494,0,29,1.30292,103.858,1,90,1,2,457,0.08,7,233
1656833,3322,8783465,317,0,22,1.32389,103.84872,1,131,1,1,975,1,2,0
1678744,3834,8881470,1667,0,24,1.28425,103.8432,2,50,1,134,984,1.91,5,301
1678754,5051,8881470,1667,0,24,1.28446,103.8446,2,300,1,2,505,0.04,5,275
1678755,4340,8881470,1667,0,24,1.28467,103.84327,2,50,1,83,994,1.22,5,298
1715479,793,9046411,728,0,20,1.29857,103.84748,0,194,14,11,739,0.18,1,301
1719704,6657,2413412,822,0,24,1.28459,103.84217,1,56,18,3,912,0.08,112,356
1743439,5120,9164793,1051,0,24,1.28328,103.84532,1,800,1,3,469,0.15,5,0
1756811,6752,9238497,1769,2,30,1.44843,103.81538,1,550,180,1,2,0.01,1,365
1766900,3586,11390076,1580,0,21,1.30626,103.83994,1,85,3,11,973,0.39,18,334
1804722,5587,9457143,1770,0,15,1.31909,103.85741,1,33,180,1,5,0.02,1,364
1805143,497,9461671,72,0,11,1.31435,103.88617,0,169,3,19,964,0.28,1,332
1816463,3299,367042,184,1,36,1.34566,103.95994,1,90,1,9,958,0.15,9,361
1833950,5949,6609641,245,0,37,1.31742,103.82572,0,160,7,24,978,0.35,19,365
1848152,6108,1305358,684,0,24,1.2819,103.83849,1,50,6,6,410,0.09,1,54
1857229,966,367042,184,1,36,1.34574,103.95945,1,260,1,4,917,0.14,9,357
1887198,2234,9817303,928,0,33,1.28968,103.84632,0,219,3,11,664,0.57,2,311
1900478,6558,2413412,822,0,11,1.31539,103.88257,1,40,18,1,280,0.03,112,353
1902729,4431,7644641,732,1,1,1.31944,103.91529,1,68,90,3,123,0.05,3,362
1902793,3872,7644641,732,1,1,1.32249,103.92316,1,118,90,2,119,0.05,3,363
2001199,888,10307677,899,0,38,1.3377,103.88248,0,140,5,2,236,0.05,2,0
2009008,4431,7644641,732,1,1,1.32111,103.92206,1,68,90,5,17,0.07,3,365
2030544,2410,6099546,179,0,10,1.27365,103.84354,0,240,5,8,36,0.12,1,0
2030663,5633,9900768,359,0,22,1.32359,103.85063,1,360,30,2,6,0.03,3,173
2036711,4665,10426671,105,0,38,1.33903,103.88474,1,60,3,49,979,0.77,2,345
2085130,5631,9900768,359,0,22,1.32347,103.85213,1,381,5,11,187,0.18,3,180
2090082,4577,10248444,1283,0,28,1.29815,103.83895,0,140,1,100,957,1.46,48,327
2090132,4881,10248444,1283,0,28,1.29549,103.83931,0,140,2,107,981,1.55,48,323
2095865,2262,10691920,1354,4,8,1.38686,103.74468,1,64,4,29,15,0.42,2,23
2113778,5791,10776798,1571,4,5,1.34891,103.77137,1,69,1,7,719,0.14,4,364
2121839,2194,1436112,53,0,24,1.28153,103.84808,0,250,3,163,991,2.39,1,29
2128831,3269,10861133,401,0,15,1.31609,103.85813,1,99,1,8,623,0.18,11,358
2128875,2625,1469421,173,0,22,1.31642,103.8398,0,89,2,7,358,0.18,1,0
2129215,4054,7642747,1411,1,1,1.32122,103.91492,0,139,2,323,995,4.72,1,239
2142826,5632,9900768,359,0,22,1.32423,103.85293,1,281,3,21,195,0.36,3,180
2146015,5200,10248444,1283,0,28,1.29488,103.83973,1,87,1,98,984,1.44,48,346
2156329,2785,10691920,1354,4,8,1.38602,103.74316,1,32,3,60,942,0.89,2,0
2156372,2929,6157422,1290,3,12,1.36867,103.89905,1,50,4,7,993,0.12,2,334
2163108,1409,2413412,822,0,24,1.28388,103.84398,1,50,28,2,127,0.04,112,333
2320536,5678,11851304,85,2,41,1.44076,103.77626,1,31,183,5,4,0.07,1,365
2357514,3599,1346787,1598,0,24,1.28448,103.8436,1,69,1,307,984,5.44,3,315
2362558,2204,12067440,1565,0,15,1.31196,103.85962,1,342,1,23,989,0.35,20,357
2375063,1439,10248444,1283,0,28,1.29462,103.83855,0,200,1,142,981,2.13,48,309
2377875,2187,9205954,1282,0,15,1.29907,103.87601,1,58,7,52,14,0.77,1,0
2387096,2203,12067440,1565,0,15,1.31193,103.85952,1,253,1,2,334,0.04,20,356
2387588,2205,12067440,1565,0,15,1.31254,103.85963,1,303,1,48,964,0.77,20,358
2387687,5196,12067440,1565,0,15,1.31201,103.85971,1,54,2,29,967,0.99,20,358
2387715,2200,12067440,1565,0,15,1.31215,103.85982,1,135,1,50,953,1.05,20,360
2387730,5195,12067440,1565,0,15,1.31125,103.86083,1,54,2,6,801,0.13,20,363
2387766,2198,12067440,1565,0,15,1.31054,103.86098,1,462,1,11,953,0.2,20,351
2427007,1559,5116800,1382,0,6,1.33746,103.78052,0,119,2,3,526,0.1,1,118
2451003,4371,12532802,1601,0,20,1.2942,103.84283,0,108,3,31,943,0.47,2,338
2484135,4666,10426671,105,0,38,1.33792,103.88593,1,60,3,57,973,0.88,2,350
2488036,1260,1346787,1598,0,24,1.283,103.84399,1,89,1,121,986,1.96,3,333
2488042,4222,1346787,1598,0,24,1.28409,103.84514,1,67,1,19,984,0.29,3,0
2532466,753,6473817,1247,0,24,1.28674,103.84073,0,250,90,24,820,0.37,2,289
2547370,3562,13043889,583,0,4,1.27819,103.83072,1,119,2,1,761,0.12,2,365
2547778,344,8948251,751,0,15,1.31138,103.86104,1,36,28,1,588,0.07,83,331
2612906,4600,10248444,1283,0,28,1.29773,103.83919,0,128,2,70,986,1.08,48,321
2673027,5036,13685764,1014,0,22,1.31626,103.84444,1,81,6,43,948,0.65,1,215
2696834,4252,4705949,858,1,1,1.32823,103.94835,1,56,3,21,998,0.35,13,73
2752673,7214,8492007,72,0,15,1.31254,103.85068,0,200,4,24,448,0.4,203,33
2764928,2017,14143199,546,0,28,1.29519,103.84185,0,150,14,7,609,0.11,1,17
2838555,203,14521708,1411,0,11,1.31566,103.8859,0,90,1,52,978,0.82,67,45
2840554,5752,14521708,1411,0,11,1.31531,103.88561,0,93,5,44,959,0.68,67,73
2858696,4556,10248444,1283,0,28,1.29645,103.83972,0,200,1,97,942,1.53,48,315
2868366,5946,10248444,1283,0,28,1.29648,103.83877,0,106,1,217,976,3.41,48,335
2922184,282,1439258,800,0,27,1.28132,103.7854,1,49,1,8,984,0.18,32,350
2960181,6162,229339,1564,0,4,1.28376,103.83082,0,139,2,17,934,0.28,26,338
3000736,337,15295886,287,0,15,1.31047,103.86096,2,35,1,19,107,0.31,3,0
3034137,2693,4422603,1323,3,12,1.36103,103.88356,1,83,1,9,969,0.15,1,364
3075620,3207,7044509,818,0,20,1.2986,103.84659,1,110,90,6,914,0.1,2,215
3078453,1027,15666562,1714,0,38,1.33967,103.86901,0,228,60,6,43,0.11,1,365
3085308,631,15699865,786,0,4,1.27811,103.83379,0,254,7,4,147,0.06,1,0
3116909,4601,10248444,1283,0,28,1.29792,103.83781,0,125,2,93,980,1.5,48,305
3140972,3517,14521708,1411,0,11,1.31601,103.88579,0,92,1,63,972,0.99,67,77
3141018,4861,7512511,338,0,15,1.31239,103.85201,0,300,2,3,22,0.05,1,0
3141692,3270,10861133,401,0,15,1.31619,103.85983,1,137,1,31,838,0.67,11,365
3142075,763,10861133,401,0,15,1.31472,103.86022,2,44,1,5,266,0.08,11,365
3142155,3018,10861133,401,0,15,1.31437,103.86017,1,60,1,2,942,0.08,11,342
3144267,3407,14521708,1411,0,11,1.31393,103.88749,0,85,5,62,942,1.13,67,84
3179080,316,15295886,287,0,15,1.31086,103.85883,2,37,1,18,762,0.28,3,0
3207194,4952,7095710,426,0,24,1.28362,103.84552,0,131,2,52,985,1.03,12,355
3209809,6089,10723468,1040,0,24,1.28378,103.8431,0,126,90,1,245,0.03,1,282
3212083,5127,8060780,202,0,24,1.28216,103.84714,1,200,10,17,33,0.27,1,365
3258894,4700,14521708,1411,0,11,1.31562,103.88586,0,85,60,41,840,0.66,67,26
3265545,5998,6145399,1196,0,28,1.29508,103.84085,0,181,5,2,3,0.03,1,0
3304326,3421,16689958,1342,1,36,1.34948,103.96321,1,81,90,10,569,0.16,1,362
3340547,3657,59498,691,3,0,1.37398,103.83069,1,110,2,43,925,0.7,3,355
3380992,7220,8492007,72,0,11,1.31228,103.89521,0,200,30,22,894,0.35,203,352
3419511,545,10248444,1283,0,28,1.29499,103.83852,0,219,2,154,969,2.99,48,266
3460343,2072,10248444,1283,0,28,1.29783,103.83936,0,137,1,179,985,2.87,48,288
3468326,5182,6385598,1193,3,32,1.3736,103.87644,1,57,2,118,975,2.67,1,338
3479446,3252,17526618,1331,0,24,1.28318,103.84335,2,31,1,137,957,2.25,13,359
3479493,3003,17526618,1331,0,24,1.28458,103.84298,2,31,1,80,711,1.3,13,46
3558867,3708,17916952,902,3,12,1.36719,103.89234,1,86,10,2,198,0.04,2,89
3580558,3479,8624816,524,0,33,1.28955,103.83861,0,206,2,18,217,0.29,1,0
3587207,6206,3579971,213,0,6,1.3319,103.76533,0,150,2,41,986,0.69,1,25
3639516,2946,17526618,1331,0,24,1.28496,103.84318,2,31,1,192,940,3.1,13,46
3651408,2946,17526618,1331,0,24,1.28439,103.84308,2,31,1,177,984,2.86,13,46
3667894,2102,2413412,822,0,24,1.2852,103.84216,1,60,90,1,909,0.32,112,361
3671451,4667,14521708,1411,0,11,1.31492,103.88801,0,89,4,40,960,0.66,67,134
3717196,2945,17526618,1331,0,24,1.28262,103.84487,2,31,1,18,680,0.3,13,365
3717217,990,17526618,1331,0,24,1.28354,103.84331,1,140,2,48,991,0.82,13,168
3752662,4644,14521708,1411,0,11,1.3155,103.88596,0,85,30,59,937,0.96,67,86
3753251,5287,10248444,1283,0,28,1.29533,103.83797,0,150,2,220,970,3.66,48,260
3788645,6766,768164,1602,4,9,1.29798,103.7668,1,44,2,3,55,0.06,1,0
3790364,5844,14521708,1411,0,11,1.31379,103.88577,0,93,1,25,935,0.42,67,84
3802621,267,8773916,1494,0,29,1.30376,103.85923,1,58,1,20,484,0.44,7,233
3803160,867,8773916,1494,0,29,1.30171,103.85959,1,90,1,6,352,0.1,7,233
3822245,2828,10248444,1283,0,28,1.29597,103.8382,0,137,1,63,793,1.03,48,337
3838311,3558,4367042,1747,0,6,1.32986,103.81297,1,150,90,26,718,0.53,3,90
3844690,2737,19817950,988,0,37,1.32045,103.82116,0,237,3,61,985,1.01,3,36
3859180,3513,14521708,1411,0,11,1.31586,103.88559,0,90,1,78,950,1.28,67,10
3863231,197,14521708,1411,0,11,1.31565,103.88576,0,94,1,61,986,1,67,77
3874257,4353,3777699,1607,0,11,1.3125,103.89761,0,199,28,75,935,1.25,1,163
3877859,5759,20041363,1315,4,5,1.3471,103.77532,0,158,12,53,981,0.88,1,138
3893523,3689,59498,691,3,0,1.37478,103.83141,1,135,2,26,986,0.43,3,360
3901141,3265,59498,691,3,0,1.37326,103.82962,1,125,2,18,970,0.3,3,358
3902423,4983,20189155,56,0,4,1.29002,103.82315,1,65,1,5,77,0.09,1,0
3924672,6079,10352561,1078,0,23,1.30459,103.82464,1,122,1,1,776,0.13,2,361
3925851,3136,9794916,1364,0,29,1.30176,103.85217,0,244,2,77,982,2.2,3,74
3954113,118,6727323,562,3,32,1.34518,103.86094,1,69,1,77,981,1.27,3,56
3980202,267,8773916,1494,0,29,1.30148,103.85813,1,58,1,28,642,0.47,7,233
3980858,6232,20546604,816,3,12,1.37318,103.90152,2,29,90,5,260,0.08,1,363
3981252,6351,20636569,292,1,1,1.31808,103.90582,1,78,1,1,7,0.02,1,362
3987557,7248,8492007,72,0,15,1.31944,103.86222,0,387,7,47,976,0.78,203,262
3987930,2524,14521708,1411,0,11,1.31464,103.88672,0,83,1,73,973,1.22,67,141
3988536,4668,14521708,1411,0,11,1.3137,103.88765,0,90,10,40,981,0.68,67,4
3990431,267,8773916,1494,0,29,1.30348,103.85969,1,58,1,10,442,0.2,7,233
3991040,6692,17320382,782,4,13,1.33856,103.73562,1,65,1,34,972,0.92,1,329
3995441,3866,14521708,1411,0,11,1.31633,103.88539,0,90,4,49,983,0.83,67,64
4007891,2195,12067440,1565,0,15,1.31288,103.85969,1,62,1,21,998,0.66,20,358
4008423,2197,12067440,1565,0,15,1.31157,103.8598,1,56,1,189,989,5.63,20,343
4008569,7251,8492007,72,0,22,1.32772,103.85239,0,358,7,32,797,0.54,203,275
4021128,5226,1275947,1622,0,6,1.31995,103.79426,0,160,5,8,468,0.2,1,69
4022486,6427,14521708,1411,0,11,1.31444,103.88709,0,85,5,41,974,0.79,67,123
4026199,692,6609641,245,0,37,1.31539,103.82586,0,281,7,29,959,0.48,19,362
4027867,6590,20883050,72,0,11,1.31131,103.88343,1,60,1,47,975,0.8,37,346
4041554,3407,14521708,1411,0,11,1.31372,103.88716,0,85,4,72,985,1.37,67,69
4054698,2945,17526618,1331,0,24,1.28278,103.8445,2,31,1,44,984,0.77,13,363
4069756,2945,17526618,1331,0,24,1.28332,103.8433,2,31,1,18,985,0.31,13,365
4087935,6454,21022554,1006,0,22,1.31718,103.84287,1,89,2,13,169,0.22,2,355
4091059,1223,971978,758,0,4,1.27254,103.8337,0,306,2,188,982,3.16,1,324
4108082,1985,21313007,229,0,37,1.29312,103.82979,0,218,2,289,988,4.9,1,231
4108447,5932,21315137,452,0,15,1.31409,103.87213,0,249,1,98,978,1.64,7,351
4122361,6443,21386285,1499,4,14,1.34546,103.72309,0,268,5,4,360,0.07,15,365
4124908,7210,8492007,72,0,22,1.32419,103.85284,0,237,5,26,473,0.44,203,261
4138944,5948,6609641,245,0,37,1.31566,103.82666,0,118,7,48,992,0.81,19,348
4139205,1597,10248444,1283,0,28,1.29671,103.83999,1,94,1,100,958,1.71,48,336
4139964,5503,21386285,1499,4,13,1.33678,103.73758,1,79,5,10,969,0.17,15,348
4144956,838,21386285,1499,4,13,1.33669,103.7374,0,258,5,14,307,0.33,15,348
4179725,1770,912064,1601,0,19,1.30789,103.89646,0,164,14,4,142,0.07,1,0
4191852,4094,21386285,1499,4,14,1.34702,103.72274,1,62,3,3,927,0.05,15,365
4191900,4093,21386285,1499,4,14,1.34615,103.72261,1,62,3,1,13,0.02,15,365
4252548,196,14521708,1411,0,11,1.31503,103.88605,0,94,1,55,956,0.95,67,69
4271250,2146,22176293,1730,0,37,1.29377,103.82844,0,160,30,170,640,3.05,1,0
4309836,174,9008551,549,0,15,1.32712,103.86468,0,131,3,36,968,0.63,1,340
4318386,6003,16319873,295,0,4,1.27303,103.82783,1,89,10,1,496,0.05,1,0
4360679,5607,20883050,72,0,11,1.31025,103.88326,1,60,1,109,985,1.86,37,333
4360811,2604,20883050,72,0,11,1.31107,103.88292,1,60,1,102,986,1.73,37,346
4360902,5211,20883050,72,0,11,1.31045,103.88114,1,60,1,187,985,3.2,37,324
4380000,4961,11390076,1580,0,21,1.30475,103.84032,1,99,3,6,962,0.11,18,364
4399550,1714,7614592,222,0,10,1.27522,103.84696,0,387,2,148,989,2.59,14,287
4412603,4570,22871633,1648,1,1,1.31467,103.93974,0,137,1,35,997,0.6,1,349
4430984,3493,22791622,356,0,24,1.28142,103.84522,0,250,1,2,71,0.04,1,0
4431879,7212,8492007,72,0,22,1.32546,103.8519,0,149,3,28,597,0.49,203,257
4434265,4699,14521708,1411,0,11,1.31473,103.88733,0,92,7,33,866,0.62,67,49
4441346,4872,23053315,282,0,15,1.29775,103.88341,0,100,90,4,18,0.07,1,209
4446102,119,6727323,562,3,32,1.34432,103.86255,1,78,1,42,688,0.73,3,267
4450681,691,6609641,245,0,37,1.31652,103.82739,0,240,7,15,989,0.26,19,329
4478773,120,6727323,562,3,32,1.3448,103.86144,1,67,3,42,984,0.72,3,40
4484727,4251,4705949,858,1,1,1.32899,103.94787,1,119,3,39,900,0.67,13,78
4486217,6055,23276884,470,3,32,1.38785,103.8694,0,81,84,9,616,0.16,1,88
4499317,2159,23336011,604,0,10,1.29561,103.8543,0,181,7,40,990,0.69,40,358
4505008,6591,20883050,72,0,11,1.31017,103.88253,1,60,1,49,985,0.85,37,304
4521061,3988,8786227,124,0,4,1.2843,103.83254,0,181,2,14,125,0.25,1,0
4526703,2192,23466247,1664,0,15,1.30706,103.86326,1,131,30,6,569,0.11,2,365
4526966,3476,1644940,662,0,22,1.3218,103.84266,1,69,1,15,998,0.26,2,211
4527878,5846,14521708,1411,0,11,1.31528,103.88817,0,87,5,19,881,0.33,67,74
4528765,7224,8492007,72,0,22,1.3258,103.85426,0,201,3,9,554,0.16,203,275
4535456,1477,9653330,320,0,29,1.30211,103.85189,0,287,2,152,1000,2.65,3,217
4541072,2465,11390076,1580,0,38,1.34151,103.84163,1,75,3,15,964,0.35,18,256
4541183,1688,23336011,604,0,10,1.28895,103.85033,0,150,7,117,993,2.02,40,364
4544814,2417,10776798,1571,4,5,1.34713,103.77272,1,50,1,4,968,0.13,4,335
4545820,1024,20883050,72,0,11,1.30972,103.88266,1,60,1,63,984,1.09,37,348
4561463,5871,23314147,650,0,28,1.29702,103.84145,1,119,2,1,10,0.02,1,0
4561484,2526,14521708,1411,0,11,1.31368,103.88597,0,85,4,49,977,0.89,67,67
4576362,2738,23722617,53,0,11,1.31316,103.88735,0,94,15,73,973,1.27,84,64
4583589,4670,23759728,497,2,41,1.42798,103.78508,0,165,30,5,619,0.1,1,365
4584539,4282,20883050,72,0,11,1.31161,103.88143,1,90,2,82,980,1.43,37,358
4586160,2633,23772720,683,1,1,1.31387,103.93484,0,168,4,3,574,0.05,4,304
4600559,3612,19925548,671,0,27,1.30489,103.78451,1,81,1,2,42,0.04,1,0
4608708,2025,8098719,683,0,28,1.29238,103.83978,0,287,4,3,89,0.05,1,0
4613432,4703,23722617,53,0,11,1.31307,103.88623,0,119,10,23,809,0.4,84,88
4616523,2860,23722617,53,0,11,1.31464,103.88642,0,85,4,80,986,1.4,84,55
4616537,2305,23722617,53,0,11,1.3145,103.88607,0,94,5,76,976,1.32,84,75
4645834,3701,20883050,72,0,11,1.31102,103.88139,1,60,1,36,872,0.63,37,365
4656221,2556,20883050,72,0,11,1.3096,103.88166,1,60,1,57,968,0.99,37,352
4656316,3200,20883050,72,0,11,1.31045,103.88148,1,60,1,39,984,0.69,37,353
4664392,4954,7095710,426,0,24,1.28175,103.84433,0,132,2,74,985,1.31,12,341
4683314,890,6609641,245,0,37,1.31761,103.8264,0,319,7,18,878,0.32,19,356
4702699,2033,3907723,675,4,9,1.29882,103.76499,0,181,2,2,29,0.04,1,0
4712676,3555,24353373,694,3,0,1.36573,103.83874,1,56,14,2,126,0.04,1,88
4721463,2280,16274267,1042,0,27,1.30008,103.79455,0,269,5,1,9,0.02,1,0
4761064,5903,24532432,1096,0,19,1.29704,103.8886,0,215,4,5,38,0.09,1,0
4768668,2345,12204719,231,1,1,1.31217,103.91206,1,65,90,51,858,1.21,1,85
4771752,3206,7044509,818,0,20,1.29929,103.84774,1,110,90,4,161,0.09,2,281
4787666,4569,228867,256,4,14,1.34294,103.71752,1,50,3,1,162,0.03,7,362
4788392,3838,228867,256,4,14,1.34147,103.71788,1,75,1,1,46,0.02,7,365
4802295,783,8527085,188,0,21,1.30479,103.83518,0,281,2,21,977,0.41,38,358
4817784,4226,3523910,786,4,9,1.3311,103.76794,1,99,5,6,836,0.3,3,284
4818187,17,3523910,786,0,6,1.33108,103.76853,1,78,5,27,632,0.54,3,307
4818191,15,3523910,786,0,6,1.33179,103.7664,1,87,5,18,677,0.36,3,269
4828432,781,8527085,188,0,23,1.30352,103.83483,0,319,1,13,978,0.27,38,358
4841308,5922,3951127,1481,0,10,1.27414,103.84596,0,200,70,3,370,0.06,3,364
4863317,6634,8948251,751,0,24,1.2851,103.84195,1,42,90,1,221,0.03,83,365
4869221,3334,8948251,751,0,24,1.28614,103.8421,1,99,90,2,477,0.07,83,326
4916186,2494,23722617,53,0,11,1.31481,103.88611,0,119,14,19,831,0.35,84,89
4926170,5350,25375339,1832,0,2,1.35418,103.8336,1,60,1,3,975,0.23,9,356
4926634,4263,20883050,72,0,11,1.31114,103.88278,1,90,1,150,985,2.68,37,337
4934283,270,25422497,158,3,12,1.349,103.88105,1,35,10,6,464,0.17,7,365
4969304,5475,3507099,1098,0,24,1.28361,103.84276,1,58,90,168,971,2.99,2,126
4969777,4614,23722617,53,0,28,1.29582,103.84221,0,119,28,6,847,0.12,84,50
4973227,1687,23336011,604,0,33,1.2873,103.84894,0,186,7,85,988,1.56,40,363
4979889,5942,6609641,245,0,37,1.31671,103.82831,0,144,7,18,881,0.33,19,0
4990392,2557,20883050,72,0,11,1.31091,103.88131,1,60,1,63,983,1.12,37,342
4990462,3202,20883050,72,0,11,1.3103,103.88191,1,60,1,35,976,0.63,37,350
4996744,2300,25713960,112,0,28,1.29435,103.83551,1,125,1,1,11,0.02,1,0
5006143,3263,1280862,659,0,27,1.30505,103.79822,1,82,4,3,657,0.08,1,365
5024661,580,23722617,53,0,11,1.31553,103.88662,0,181,5,62,975,1.17,84,34
5036145,2809,25996335,902,0,15,1.31408,103.854,1,92,1,8,332,0.15,9,266
5040689,3235,11463785,382,3,0,1.37043,103.83038,1,37,29,3,491,0.12,3,364
